Housing type,Energy performance,Heating energy,Occupancy status,Income owner,Income tenant,Stock buildings
Single-family,G,Natural gas,Privately rented,D2,D7,19.782207754281455
Single-family,G,Natural gas,Privately rented,D3,D7,25.0619264423157
Single-family,G,Natural gas,Privately rented,D4,D7,33.60681476278296
Single-family,G,Natural gas,Privately rented,D5,D7,48.199598558690774
Single-family,G,Natural gas,Privately rented,D6,D7,58.623755018228344
Single-family,G,Natural gas,Privately rented,D7,D7,69.30454027285478
Single-family,G,Natural gas,Privately rented,D8,D7,83.78440392954101
Single-family,G,Natural gas,Privately rented,D9,D7,118.51976521363036
Multi-family,G,Natural gas,Privately rented,D1,D8,88.27540571744728
Multi-family,G,Natural gas,Privately rented,D10,D8,1161.2115677920656
Multi-family,G,Natural gas,Privately rented,D2,D8,40.80266714629549
Multi-family,G,Natural gas,Privately rented,D3,D8,56.41238689390332
Multi-family,G,Natural gas,Privately rented,D4,D8,69.99959450700844
Multi-family,G,Natural gas,Privately rented,D5,D8,74.82806079885049
Multi-family,G,Natural gas,Privately rented,D6,D8,115.3280014377573
Multi-family,G,Natural gas,Privately rented,D7,D8,192.5937854717645
Multi-family,G,Natural gas,Privately rented,D8,D8,292.19091111330755
Multi-family,G,Natural gas,Privately rented,D9,D8,485.29634212160016
Single-family,G,Natural gas,Privately rented,D1,D8,13.842343165772812
Single-family,G,Natural gas,Privately rented,D10,D8,174.9660073542981
Single-family,G,Natural gas,Privately rented,D2,D8,17.276965083144237
Single-family,G,Natural gas,Privately rented,D3,D8,24.045415867125687
Single-family,G,Natural gas,Privately rented,D4,D8,25.545176171354356
Single-family,G,Natural gas,Privately rented,D5,D8,35.47260585614863
Single-family,G,Natural gas,Privately rented,D6,D8,48.39337488458672
Single-family,G,Natural gas,Privately rented,D7,D8,64.31163897298045
Single-family,G,Natural gas,Privately rented,D8,D8,83.3640327914747
Single-family,G,Natural gas,Privately rented,D9,D8,107.75355675311427
Multi-family,G,Natural gas,Privately rented,D1,D9,82.92105444271041
Multi-family,G,Natural gas,Privately rented,D10,D9,1349.9836860447103
Multi-family,G,Natural gas,Privately rented,D2,D9,46.88573222699076
Multi-family,G,Natural gas,Privately rented,D3,D9,58.99575258820874
Multi-family,G,Natural gas,Privately rented,D4,D9,52.665307263048156
Multi-family,G,Natural gas,Privately rented,D5,D9,74.56254288384949
Multi-family,G,Natural gas,Privately rented,D6,D9,122.16236002179934
Multi-family,G,Natural gas,Privately rented,D7,D9,177.8066278405842
Multi-family,G,Natural gas,Privately rented,D8,D9,269.71602330702206
Multi-family,G,Natural gas,Privately rented,D9,D9,494.4515993810763
Single-family,G,Natural gas,Privately rented,D1,D9,14.324608294326442
Single-family,G,Natural gas,Privately rented,D10,D9,172.79676351877708
Single-family,G,Natural gas,Privately rented,D2,D9,16.301800066827617
Single-family,G,Natural gas,Privately rented,D3,D9,20.17413394707781
Single-family,G,Natural gas,Privately rented,D4,D9,17.583587763970083
Single-family,G,Natural gas,Privately rented,D5,D9,22.843270215306458
Single-family,G,Natural gas,Privately rented,D6,D9,37.87885302957224
Single-family,G,Natural gas,Privately rented,D7,D9,47.521077183488025
Single-family,G,Natural gas,Privately rented,D8,D9,64.67937021893587
Single-family,G,Natural gas,Privately rented,D9,D9,99.91058596171845
Multi-family,G,Natural gas,Privately rented,D1,D10,138.56684823549918
Multi-family,G,Natural gas,Privately rented,D10,D10,2222.5544778278963
Multi-family,G,Natural gas,Privately rented,D2,D10,69.56150167107106
Multi-family,G,Natural gas,Privately rented,D3,D10,55.24406663330214
Multi-family,G,Natural gas,Privately rented,D4,D10,71.01676405846196
Multi-family,G,Natural gas,Privately rented,D5,D10,111.13142936466025
Multi-family,G,Natural gas,Privately rented,D6,D10,150.675499498714
Multi-family,G,Natural gas,Privately rented,D7,D10,210.93618419008752
Multi-family,G,Natural gas,Privately rented,D8,D10,328.0568455736881
Multi-family,G,Natural gas,Privately rented,D9,D10,606.2061309466195
Single-family,G,Natural gas,Privately rented,D1,D10,14.016519369614405
Single-family,G,Natural gas,Privately rented,D10,D10,173.61176997493178
Single-family,G,Natural gas,Privately rented,D2,D10,9.360543892463477
Single-family,G,Natural gas,Privately rented,D3,D10,10.022980371413691
Single-family,G,Natural gas,Privately rented,D4,D10,11.48087196836675
Single-family,G,Natural gas,Privately rented,D5,D10,12.932594070509518
Single-family,G,Natural gas,Privately rented,D6,D10,16.060414987481813
Single-family,G,Natural gas,Privately rented,D7,D10,21.871671894629024
Single-family,G,Natural gas,Privately rented,D8,D10,39.88701331463713
Single-family,G,Natural gas,Privately rented,D9,D10,69.40873715595245
Multi-family,A,Oil fuel,Privately rented,D1,D1,4.3410377697051485
Multi-family,A,Oil fuel,Privately rented,D10,D1,27.501051809090896
Multi-family,A,Oil fuel,Privately rented,D2,D1,3.688626161853497
Multi-family,A,Oil fuel,Privately rented,D3,D1,3.9203636336938135
Multi-family,A,Oil fuel,Privately rented,D4,D1,3.847722468759529
Multi-family,A,Oil fuel,Privately rented,D5,D1,4.8468366038851975
Multi-family,A,Oil fuel,Privately rented,D6,D1,5.643865741516524
Multi-family,A,Oil fuel,Privately rented,D7,D1,7.679681885080653
Multi-family,A,Oil fuel,Privately rented,D8,D1,10.055761842096999
Multi-family,A,Oil fuel,Privately rented,D9,D1,15.336676940647886
Multi-family,A,Wood fuel,Privately rented,D1,D1,0.3799933029118558
Multi-family,A,Wood fuel,Privately rented,D10,D1,2.4073081288109397
Multi-family,A,Wood fuel,Privately rented,D2,D1,0.3228843683949322
Multi-family,A,Wood fuel,Privately rented,D3,D1,0.34316953797985983
Multi-family,A,Wood fuel,Privately rented,D4,D1,0.33681088420739597
Multi-family,A,Wood fuel,Privately rented,D5,D1,0.4242684693133906
Multi-family,A,Wood fuel,Privately rented,D6,D1,0.4940365180134338
Multi-family,A,Wood fuel,Privately rented,D7,D1,0.6722419475798194
Multi-family,A,Wood fuel,Privately rented,D8,D1,0.8802324140876996
Multi-family,A,Wood fuel,Privately rented,D9,D1,1.3424980006024512
Single-family,A,Oil fuel,Privately rented,D1,D1,16.264098795535872
Single-family,A,Oil fuel,Privately rented,D10,D1,47.854870195922054
Single-family,A,Oil fuel,Privately rented,D2,D1,12.814550601818928
Single-family,A,Oil fuel,Privately rented,D3,D1,16.16757547899555
Single-family,A,Oil fuel,Privately rented,D4,D1,13.988394062926567
Single-family,A,Oil fuel,Privately rented,D5,D1,15.835531931082048
Single-family,A,Oil fuel,Privately rented,D6,D1,18.367279480857754
Single-family,A,Oil fuel,Privately rented,D7,D1,18.657393990652547
Single-family,A,Oil fuel,Privately rented,D8,D1,24.71498675913858
Single-family,A,Oil fuel,Privately rented,D9,D1,28.554659551308493
Single-family,A,Wood fuel,Privately rented,D1,D1,6.79254395551962
Single-family,A,Wood fuel,Privately rented,D10,D1,19.98612486175422
Single-family,A,Wood fuel,Privately rented,D2,D1,5.351873431620873
Single-family,A,Wood fuel,Privately rented,D3,D1,6.752231923566602
Single-family,A,Wood fuel,Privately rented,D4,D1,5.842117828602858
Single-family,A,Wood fuel,Privately rented,D5,D1,6.613557139140908
Single-family,A,Wood fuel,Privately rented,D6,D1,7.670917078497078
Single-family,A,Wood fuel,Privately rented,D7,D1,7.792080604659134
Single-family,A,Wood fuel,Privately rented,D8,D1,10.321975784333825
Single-family,A,Wood fuel,Privately rented,D9,D1,11.925578083084345
Multi-family,A,Oil fuel,Privately rented,D1,D2,3.946052705194769
Multi-family,A,Oil fuel,Privately rented,D10,D2,24.8556100853394
Multi-family,A,Oil fuel,Privately rented,D2,D2,3.1332013521655644
Multi-family,A,Oil fuel,Privately rented,D3,D2,3.1387939846408606
Multi-family,A,Oil fuel,Privately rented,D4,D2,2.5640669927121174
Multi-family,A,Oil fuel,Privately rented,D5,D2,4.13137647316489
Multi-family,A,Oil fuel,Privately rented,D6,D2,5.009835491609691
Multi-family,A,Oil fuel,Privately rented,D7,D2,6.173206561623934
Multi-family,A,Oil fuel,Privately rented,D8,D2,9.263387319016166
Multi-family,A,Oil fuel,Privately rented,D9,D2,13.914539969520753
Multi-family,A,Wood fuel,Privately rented,D1,D2,0.34541823417792344
Multi-family,A,Wood fuel,Privately rented,D10,D2,2.1757390451958383
Multi-family,A,Wood fuel,Privately rented,D2,D2,0.27426518580559434
Multi-family,A,Wood fuel,Privately rented,D3,D2,0.27475473761301944
Multi-family,A,Wood fuel,Privately rented,D4,D2,0.22444593600348353
Multi-family,A,Wood fuel,Privately rented,D5,D2,0.36164057418852874
Multi-family,A,Wood fuel,Privately rented,D6,D2,0.4385365980428017
Multi-family,A,Wood fuel,Privately rented,D7,D2,0.5403724351995096
Multi-family,A,Wood fuel,Privately rented,D8,D2,0.810871807674652
Multi-family,A,Wood fuel,Privately rented,D9,D2,1.218011056806897
Single-family,A,Oil fuel,Privately rented,D1,D2,12.553329156345612
Single-family,A,Oil fuel,Privately rented,D10,D2,42.576422852530236
Single-family,A,Oil fuel,Privately rented,D2,D2,11.532641970136648
Single-family,A,Oil fuel,Privately rented,D3,D2,8.776742714010465
Single-family,A,Oil fuel,Privately rented,D4,D2,12.366476153703667
Single-family,A,Oil fuel,Privately rented,D5,D2,14.12159591972698
Single-family,A,Oil fuel,Privately rented,D6,D2,15.381490017112863
Single-family,A,Oil fuel,Privately rented,D7,D2,18.996623587229248
Single-family,A,Oil fuel,Privately rented,D8,D2,23.438965472360447
Single-family,A,Oil fuel,Privately rented,D9,D2,31.5608346803745
Single-family,A,Wood fuel,Privately rented,D1,D2,5.2427768150294325
Single-family,A,Wood fuel,Privately rented,D10,D2,17.781632252134447
Single-family,A,Wood fuel,Privately rented,D2,D2,4.816496658697439
Single-family,A,Wood fuel,Privately rented,D3,D2,3.6655219216674952
Single-family,A,Wood fuel,Privately rented,D4,D2,5.164739461123626
Single-family,A,Wood fuel,Privately rented,D5,D2,5.897748299042571
Single-family,A,Wood fuel,Privately rented,D6,D2,6.423930914100362
Single-family,A,Wood fuel,Privately rented,D7,D2,7.933756572982253
Single-family,A,Wood fuel,Privately rented,D8,D2,9.789057804211975
Single-family,A,Wood fuel,Privately rented,D9,D2,13.181078123933545
Multi-family,A,Oil fuel,Privately rented,D1,D3,2.2764896597574396
Multi-family,A,Oil fuel,Privately rented,D10,D3,19.198230005757594
Multi-family,A,Oil fuel,Privately rented,D2,D3,1.76508008321228
Multi-family,A,Oil fuel,Privately rented,D3,D3,2.1289141428088914
Multi-family,A,Oil fuel,Privately rented,D4,D3,2.3698436945490395
Multi-family,A,Oil fuel,Privately rented,D5,D3,2.7060482469419487
Multi-family,A,Oil fuel,Privately rented,D6,D3,3.638055761117098
Multi-family,A,Oil fuel,Privately rented,D7,D3,5.207057517863043
Multi-family,A,Oil fuel,Privately rented,D8,D3,6.296755652477556
Multi-family,A,Oil fuel,Privately rented,D9,D3,10.951692803124383
Multi-family,A,Wood fuel,Privately rented,D1,D3,0.19927281695009816
Multi-family,A,Wood fuel,Privately rented,D10,D3,1.6805195478510724
Multi-family,A,Wood fuel,Privately rented,D2,D3,0.15450651348958985
Multi-family,A,Wood fuel,Privately rented,D3,D3,0.18635477497738054
Multi-family,A,Wood fuel,Privately rented,D4,D3,0.20744457446581718
Multi-family,A,Wood fuel,Privately rented,D5,D3,0.2368742834652072
Multi-family,A,Wood fuel,Privately rented,D6,D3,0.31845768182254014
Multi-family,A,Wood fuel,Privately rented,D7,D3,0.45580045363189287
Multi-family,A,Wood fuel,Privately rented,D8,D3,0.5511873208549306
Multi-family,A,Wood fuel,Privately rented,D9,D3,0.9586578466968503
Single-family,A,Oil fuel,Privately rented,D1,D3,8.296924157811691
Single-family,A,Oil fuel,Privately rented,D10,D3,46.0457145461243
Single-family,A,Oil fuel,Privately rented,D2,D3,10.333734342941796
Single-family,A,Oil fuel,Privately rented,D3,D3,11.873398145838012
Single-family,A,Oil fuel,Privately rented,D4,D3,8.785578314241397
Single-family,A,Oil fuel,Privately rented,D5,D3,12.098024872180096
Single-family,A,Oil fuel,Privately rented,D6,D3,12.792064134172248
Single-family,A,Oil fuel,Privately rented,D7,D3,18.878716253376833
Single-family,A,Oil fuel,Privately rented,D8,D3,22.67626238350269
Single-family,A,Oil fuel,Privately rented,D9,D3,28.46432483371133
Single-family,A,Wood fuel,Privately rented,D1,D3,3.465130330677609
Single-family,A,Wood fuel,Privately rented,D10,D3,19.23054845828323
Single-family,A,Wood fuel,Privately rented,D2,D3,4.315784454553426
Single-family,A,Wood fuel,Privately rented,D3,D3,4.958810188064439
Single-family,A,Wood fuel,Privately rented,D4,D3,3.6692120248632825
Single-family,A,Wood fuel,Privately rented,D5,D3,5.0526233732549946
Single-family,A,Wood fuel,Privately rented,D6,D3,5.342482175344419
Single-family,A,Wood fuel,Privately rented,D7,D3,7.884513712499232
Single-family,A,Wood fuel,Privately rented,D8,D3,9.47052221726025
Single-family,A,Wood fuel,Privately rented,D9,D3,11.887850659775987
Multi-family,A,Oil fuel,Privately rented,D1,D4,1.9607733292386902
Multi-family,A,Oil fuel,Privately rented,D10,D4,17.97267876501357
Multi-family,A,Oil fuel,Privately rented,D2,D4,1.5728072879445545
Multi-family,A,Oil fuel,Privately rented,D3,D4,1.6685760564107048
Multi-family,A,Oil fuel,Privately rented,D4,D4,2.0902685827688323
Multi-family,A,Oil fuel,Privately rented,D5,D4,2.4897917159067604
Multi-family,A,Oil fuel,Privately rented,D6,D4,3.019295731435497
Multi-family,A,Oil fuel,Privately rented,D7,D4,4.215522818435018
Multi-family,A,Oil fuel,Privately rented,D8,D4,6.192003787771793
Multi-family,A,Oil fuel,Privately rented,D9,D4,9.203596186816517
Multi-family,A,Wood fuel,Privately rented,D1,D4,0.17163654710368778
Multi-family,A,Wood fuel,Privately rented,D10,D4,1.5732407614032695
Multi-family,A,Wood fuel,Privately rented,D2,D4,0.1376758894752679
Multi-family,A,Wood fuel,Privately rented,D3,D4,0.14605902101566107
Multi-family,A,Wood fuel,Privately rented,D4,D4,0.18297193087844565
Multi-family,A,Wood fuel,Privately rented,D5,D4,0.21794424003692736
Multi-family,A,Wood fuel,Privately rented,D6,D4,0.2642944425553269
Multi-family,A,Wood fuel,Privately rented,D7,D4,0.3690063354104887
Multi-family,A,Wood fuel,Privately rented,D8,D4,0.5420178528227687
Multi-family,A,Wood fuel,Privately rented,D9,D4,0.8056379831804396
Single-family,A,Oil fuel,Privately rented,D1,D4,6.313829500145217
Single-family,A,Oil fuel,Privately rented,D10,D4,41.153647607152365
Single-family,A,Oil fuel,Privately rented,D2,D4,7.971353507129398
Single-family,A,Oil fuel,Privately rented,D3,D4,11.256634533574225
Single-family,A,Oil fuel,Privately rented,D4,D4,10.06439567128375
Single-family,A,Oil fuel,Privately rented,D5,D4,10.108524080693368
Single-family,A,Oil fuel,Privately rented,D6,D4,13.9750115035021
Single-family,A,Oil fuel,Privately rented,D7,D4,15.598223973802682
Single-family,A,Oil fuel,Privately rented,D8,D4,20.03565232585691
Single-family,A,Oil fuel,Privately rented,D9,D4,27.731816629346625
Single-family,A,Wood fuel,Privately rented,D1,D4,2.6369099786312393
Single-family,A,Wood fuel,Privately rented,D10,D4,17.187423896999086
Single-family,A,Wood fuel,Privately rented,D2,D4,3.329158889333832
Single-family,A,Wood fuel,Privately rented,D3,D4,4.701224815574159
Single-family,A,Wood fuel,Privately rented,D4,D4,4.203297756756146
Single-family,A,Wood fuel,Privately rented,D5,D4,4.221727561221197
Single-family,A,Wood fuel,Privately rented,D6,D4,5.836528731766274
Single-family,A,Wood fuel,Privately rented,D7,D4,6.514447760190437
Single-family,A,Wood fuel,Privately rented,D8,D4,8.367696901733433
Single-family,A,Wood fuel,Privately rented,D9,D4,11.58192567503034
Multi-family,A,Oil fuel,Privately rented,D1,D5,1.5854885859677261
Multi-family,A,Oil fuel,Privately rented,D10,D5,17.3537395370901
Multi-family,A,Oil fuel,Privately rented,D2,D5,1.464054823430951
Multi-family,A,Oil fuel,Privately rented,D3,D5,1.2037986840665804
Multi-family,A,Oil fuel,Privately rented,D4,D5,1.9933217841870086
Multi-family,A,Oil fuel,Privately rented,D5,D5,2.841587695916044
Multi-family,A,Oil fuel,Privately rented,D6,D5,2.6625204431401124
Multi-family,A,Oil fuel,Privately rented,D7,D5,4.045015573329987
Multi-family,A,Oil fuel,Privately rented,D8,D5,5.7968384725244055
